Term1	Term2	String1	String2	Mean	StdDev	RawScores
beijing	international_olympic_committee	Beijing	International Olympic Committee	39.3333	28.6453	[53, 0, 64, 0, 70, 49]
frank_zappa	the_mothers_of_invention	Frank Zappa	The Mothers of Invention	39.2500	40.9474	[95, 62, 0, 0]
dale_earnhardt,_jr.	lamborghini	Dale Earnhardt, Jr.	Lamborghini	38.8333	29.0024	[77, 0, 55, 0, 46, 55]
julius_caesar	nefertiti	Julius Caesar	Nefertiti	38.5000	32.8164	[82, 12, 23, 85, 27, 2]
tallinn	moscow	Tallinn	Moscow	38.4000	37.3020	[0, 75, 0, 89, 28]
leon_trotsky	oliver_cromwell	Leon Trotsky	Oliver Cromwell	38.2000	42.8644	[99, 0, 11, 0, 81]
william_shakespeare	london_symphony_orchestra	William Shakespeare	London Symphony Orchestra	38.2000	28.4070	[55, 69, 8, 59, 0]
electronic_frontier_foundation	google	Electronic Frontier Foundation	Google	37.0000	38.9701	[0, 0, 100, 59, 62, 1]
elvis_presley	bruce_willis	Elvis Presley	Bruce Willis	36.8333	31.7407	[46, 2, 82, 0, 70, 21]
new_york_city	united_states_national_guard	New York City	United States National Guard	36.8333	22.0788	[51, 19, 25, 71, 6, 49]
johannes_brahms	bruce_springsteen	Johannes Brahms	Bruce Springsteen	36.8333	27.0642	[61, 13, 72, 18, 56, 1]
shahrukh_khan	fred_astaire	Shah Rukh Khan	Fred Astaire	36.6667	32.5252	[0, 1, 26, 88, 68, 37]
sweden	istanbul	Sweden	Istanbul	36.5000	29.4746	[52, 18, 76, 0]
arjuna	india	Arjuna	India	36.4000	32.4382	[47, 94, 21, 20, 0]
nefertiti	syria	Nefertiti	Syria	36.2000	32.4617	[0, 43, 0, 54, 84]
madrid	alfa_romeo	Madrid	Alfa Romeo	36.0000	31.2730	[64, 10, 70, 0]
united_kingdom	barbados	United Kingdom	Barbados	35.8333	36.3062	[13, 0, 100, 0, 62, 40]
italian_army	alfa_romeo	Italian Army	Alfa Romeo	35.5000	36.2802	[1, 0, 84, 57]
los_angeles	national_collegiate_athletic_association	Los Angeles	National Collegiate Athletic Association	35.4000	32.4814	[0, 71, 32, 0, 74]
jimi_hendrix	angelina_jolie	Jimi Hendrix	Angelina Jolie	35.0000	31.9479	[46, 8, 83, 0, 66, 7]
ural_mountains	pearl_river_(china)	Ural Mountains	Pearl River (China)	35.0000	28.7263	[61, 48, 0, 65, 1]
john_lennon	shahrukh_khan	John Lennon	Shah Rukh Khan	35.0000	34.3293	[58, 3, 79, 0]
michael_jordan	seattle_mariners	Michael Jordan	Seattle Mariners	34.7500	33.5364	[8, 0, 84, 47]
fyodor_dostoyevsky	vienna	Fyodor Dostoyevsky	Vienna	34.7500	33.4617	[32, 13, 90, 4]
warsaw	world_trade_organization	Warsaw	World Trade Organization	34.3333	25.6948	[68, 0, 40, 0, 47, 51]
orson_welles	bbc	Orson Welles	BBC	34.2500	28.7782	[74, 48, 15, 0]
a._r._rahman	kolkata	A. R. Rahman	Kolkata	33.6667	34.0669	[1, 0, 81, 0, 59, 61]
river_thames	bbc_worldwide	River Thames	BBC Worldwide	33.5000	32.6280	[13, 0, 90, 0, 54, 44]
himeji_castle	minas_tirith	Himeji Castle	Minas Tirith	33.5000	26.7130	[26, 21, 72, 15, 67, 0]
ayn_rand	joseph_stalin	Ayn Rand	Joseph Stalin	33.2500	17.3259	[31, 51, 45, 6]
national_collegiate_athletic_association	united_states_olympic_committee	National Collegiate Athletic Association	United States Olympic Committee	33.0000	29.1462	[53, 3, 6, 70]
cao_cao	gautama_buddha	Cao Cao	Gautama Buddha	33.0000	27.6707	[30, 77, 7, 0, 61, 23]
small_business_administration	libertarian_party	Small Business Administration	Libertarian Party	33.0000	29.1067	[48, 82, 22, 0, 13]
rosario_dawson	cuba	Rosario Dawson	Cuba	32.6667	43.2114	[98, 9, 0, 0, 0, 89]
mount_everest	grand_teton	Mount Everest	Grand Teton	32.6000	40.1278	[0, 92, 0, 1, 70]
cairo	iraq	Cairo	Iraq	32.5000	29.3811	[5, 68, 55, 2]
antonio_banderas	fc_barcelona	Antonio Banderas	FC Barcelona	32.1667	33.7758	[0, 0, 58, 46, 2, 87]
harvard_university	goldman_sachs	Harvard University	Goldman Sachs	32.1667	26.5231	[24, 0, 0, 60, 67, 42]
tennessee_williams	doris_day	Tennessee Williams	Doris Day	32.0000	27.2091	[64, 4, 7, 74, 25, 18]
moscow_kremlin	white_house_press_corps	Moscow Kremlin	White House Press Corps	32.0000	21.8746	[9, 14, 42, 63]
nepal	sudan	Nepal	Sudan	31.6667	28.3471	[7, 4, 24, 49, 20, 86]
vladimir_lenin	aeroflot	Vladimir Lenin	Aeroflot	31.6000	35.0006	[1, 11, 86, 0, 60]
bogotá	drug_enforcement_administration	Bogotá	Drug Enforcement Administration	31.2000	36.7772	[97, 0, 45, 0, 14]
mount_kenya	lagos	Mount Kenya	Lagos	30.6000	36.8000	[91, 56, 0, 6, 0]
pythagoras	stanford_university	Pythagoras	Stanford University	30.6000	30.4670	[88, 11, 27, 27, 0]
turkey	united_nations_human_rights_council	Turkey	United Nations Human Rights Council	30.4000	33.4819	[0, 49, 0, 16, 87]
qianlong_emperor	cleopatra	Qianlong Emperor	Cleopatra	30.1667	35.9046	[51, 28, 0, 0, 3, 99]
emirates_(airline)	3m	Emirates (airline)	3M	30.0000	36.0971	[0, 0, 37, 100, 0, 43]
gautama_buddha	vatican_hill	Gautama Buddha	Vatican Hill	30.0000	30.4171	[79, 49, 0, 0, 22]
italy	national_endowment_for_the_arts	Italy	National Endowment for the Arts	29.7500	38.1731	[23, 94, 2, 0]
air_canada	samsung_electronics	Air Canada	Samsung Electronics	29.4000	37.3342	[99, 0, 37, 0, 11]
barack_obama	national_endowment_for_the_arts	Barack Obama	National Endowment for the Arts	29.0000	29.8931	[0, 60, 70, 13, 2]
mount_etna	alfa_romeo	Mount Etna	Alfa Romeo	28.8000	39.1888	[99, 0, 0, 0, 45]
royal_australian_air_force	cayman_airways	Royal Australian Air Force	Cayman Airways	28.7500	24.5089	[69, 26, 4, 16]
ural_mountains	volga_river	Ural Mountains	Volga River	28.7500	41.5895	[15, 100, 0, 0]
bugatti	boeing	Bugatti	Boeing	28.6000	34.5288	[0, 81, 0, 59, 3]
charles_dickens	luciano_pavarotti	Charles Dickens	Luciano Pavarotti	28.6000	24.6301	[31, 55, 56, 0, 1]
william_shakespeare	edinburgh	William Shakespeare	Edinburgh	28.5000	23.7960	[77, 21, 6, 38, 15, 14]
nicholas_ii_of_russia	franklin_d._roosevelt	Nicholas II of Russia	Franklin D. Roosevelt	28.1667	35.5547	[0, 0, 46, 25, 98, 0]
americorps	child_protective_services	AmeriCorps	Child Protective Services	28.0000	34.8080	[95, 28, 0, 5, 12]
jimi_hendrix	george_carlin	Jimi Hendrix	George Carlin	28.0000	27.6526	[23, 1, 63, 13, 68, 0]
zhang_ziyi	universal_studios	Zhang Ziyi	Universal Studios	27.8333	37.7907	[58, 0, 4, 6, 99, 0]
kolkata	edinburgh	Kolkata	Edinburgh	27.8000	35.3180	[0, 52, 0, 86, 1]
sparta	vatican_museums	Sparta	Vatican Museums	27.7500	29.1237	[0, 0, 68, 43]
united_kingdom	ethiopia	United Kingdom	Ethiopia	27.6000	30.1237	[85, 16, 0, 9, 28]
united_nations_security_council	electronic_frontier_foundation	United Nations Security Council	Electronic Frontier Foundation	27.5000	28.6981	[23, 0, 27, 21, 6, 88]
abhishek_bachchan	university_of_the_punjab	Abhishek Bachchan	University of the Punjab	27.4000	37.2913	[95, 1, 0, 0, 41]
barack_obama	europe	Barack Obama	Europe	27.4000	27.6521	[0, 16, 0, 60, 61]
dilma_rousseff	colombia	Dilma Rousseff	Colombia	27.3333	29.7695	[78, 4, 0, 0, 28, 54]
oscar_wilde	paris	Oscar Wilde	Paris	27.3333	32.0607	[0, 20, 28, 0, 21, 95]
confucius	second_vatican_council	Confucius	Second Vatican Council	27.1667	23.5826	[13, 42, 0, 0, 54, 54]
national_collegiate_athletic_association	national_labor_relations_board	National Collegiate Athletic Association	National Labor Relations Board	27.0000	27.5136	[0, 56, 62, 0, 0, 44]
new_york_mercantile_exchange	people's_bank_of_china	New York Mercantile Exchange	People's Bank of China	27.0000	28.5237	[0, 63, 0, 12, 60]
spanish_armed_forces	united_states_department_of_homeland_security	Spanish Armed Forces	United States Department of Homeland Security	26.8333	26.3022	[49, 33, 0, 0, 9, 70]
david_tennant	royal_shakespeare_company	David Tennant	Royal Shakespeare Company	26.8333	34.8875	[27, 0, 0, 99, 33, 2]
john_mccain	grand_canyon	John McCain	Grand Canyon	26.7500	39.4612	[1, 7, 95, 4]
emirates_(airline)	real_madrid_c.f.	Emirates (airline)	Real Madrid C.F.	26.7500	41.8412	[99, 0, 0, 8]
gautama_buddha	bangkok	Gautama Buddha	Bangkok	26.6000	32.3951	[60, 0, 72, 1, 0]
bbc_worldwide	leicester_city_f.c.	BBC Worldwide	Leicester City F.C.	26.3333	39.1649	[100, 58, 0, 0, 0, 0]
shahrukh_khan	new_line_cinema	Shah Rukh Khan	New Line Cinema	26.2000	28.6105	[0, 0, 60, 62, 9]
boeing	google	Boeing	Google	26.1667	37.4896	[99, 52, 6, 0, 0, 0]
vienna	german_army	Vienna	German Army	26.1667	29.8854	[77, 0, 15, 8, 57, 0]
archimedes	vatican_hill	Archimedes	Vatican Hill	26.0000	34.8186	[32, 0, 100, 0, 9, 15]
world_economic_forum	communist_party_of_great_britain	World Economic Forum	Communist Party of Great Britain	26.0000	23.5032	[57, 0, 51, 16, 6]
silvio_berlusconi	european_court_of_human_rights	Silvio Berlusconi	European Court of Human Rights	26.0000	31.5658	[1, 0, 69, 0, 60]
oliver_cromwell	london_symphony_orchestra	Oliver Cromwell	London Symphony Orchestra	26.0000	21.2955	[0, 47, 10, 47]
kim_jong-il	iran	Kim Jong-il	Iran	25.8000	29.6135	[0, 24, 24, 81, 0]
catherine_the_great	oda_nobunaga	Catherine the Great	Oda Nobunaga	25.6667	36.4128	[0, 0, 42, 12, 100, 0]
new_york_city	london_stock_exchange	New York City	London Stock Exchange	25.3333	25.7596	[0, 0, 52, 0, 42, 58]
abraham_lincoln	american_civil_liberties_union	Abraham Lincoln	American Civil Liberties Union	25.3333	30.6032	[0, 78, 19, 0, 55, 0]
bob_dylan	tony_blair	Bob Dylan	Tony Blair	25.3333	32.2008	[6, 0, 54, 0, 8, 84]
mcdonald's	ibm	McDonald's	IBM	25.1667	35.6671	[0, 0, 4, 91, 56, 0]
china	cnn	China	CNN	24.5000	39.5759	[4, 93, 1, 0]
himalayas	antarctica	Himalayas	Antarctica	24.5000	33.6241	[70, 0, 0, 0, 3, 74]
peru	himalayas	Peru	Himalayas	24.5000	24.7538	[0, 0, 44, 54]
george_w._bush	united_states_olympic_committee	George W. Bush	United States Olympic Committee	24.3333	26.7686	[42, 2, 72, 0, 30, 0]
harvard_law_school	green_party	Harvard Law School	Green Party	24.0000	28.2223	[27, 69, 0, 0]
j._k._rowling	king_arthur	J. K. Rowling	King Arthur	24.0000	26.3818	[0, 20, 8, 68]
qianlong_emperor	philip_ii_of_spain	Qianlong Emperor	Philip II of spain	24.0000	32.9848	[80, 16, 0, 0]
american_civil_liberties_union	united_states_department_of_agriculture	American Civil Liberties Union	United States Department of Agriculture	23.3333	22.4623	[41, 0, 54, 4, 41, 0]
colorado_river	royal_geographical_society	Colorado River	Royal Geographical Society	23.2500	34.7374	[10, 83, 0, 0]
alfa_romeo	fc_barcelona	Alfa Romeo	FC Barcelona	23.2000	26.3924	[55, 2, 56, 0, 3]
kim_jong-il	tsing_hua_university	Kim Jong-il	Tsinghua University	23.1667	32.6671	[0, 0, 45, 5, 87, 2]
paris	guangzhou	Paris	Guangzhou	23.0000	29.3394	[0, 1, 72, 42, 0]
rza	boston_pops_orchestra	RZA	Boston Pops Orchestra	22.8333	21.2086	[0, 16, 49, 19, 53, 0]
jimmy_carter	moscow_kremlin	Jimmy Carter	Moscow Kremlin	22.8000	24.4737	[0, 4, 48, 57, 5]
winston_churchill	danube	Winston Churchill	Danube	22.5000	25.7342	[64, 1, 1, 24]
jimmy_carter	small_business_administration	Jimmy Carter	Small Business Administration	22.0000	21.0998	[1, 18, 36, 0, 55]
iceland	united_nations_security_council	Iceland	United Nations Security Council	22.0000	17.5157	[16, 41, 9, 44, 0]
bhutan	forbidden_city	Bhutan	Forbidden City	21.6667	22.5807	[0, 65, 33, 0, 21, 11]
tony_blair	the_louvre	Tony Blair	The Louvre	21.6000	27.8324	[1, 0, 38, 0, 69]
george_clooney	habitat_for_humanity	George Clooney	Habitat for Humanity	21.6000	32.5675	[0, 22, 0, 79, 0, 0, 1, 89, 25, 0]
national_security_agency	german_army	National Security Agency	German Army	21.5000	25.2438	[11, 65, 4, 6]
guangzhou	lagos	Guangzhou	Lagos	21.4000	22.8088	[51, 47, 0, 9, 0]
mauretania	ohio_state_university	Mauretania	Ohio State University	21.4000	37.0923	[0, 95, 0, 0, 12]
seoul	eritrea	Seoul	Eritrea	21.3333	15.8710	[0, 14, 18, 52, 17, 27]
canada	british_airways	Canada	British Airways	20.8000	16.4609	[43, 18, 7, 36, 0]
bob_dylan	los_angeles	Bob Dylan	Los Angeles	20.6667	28.7846	[37, 0, 9, 0, 78, 0]
ethiopia	ottoman_empire	Ethiopia	Ottoman Empire	20.6667	24.2189	[27, 69, 4, 0, 24, 0]
taylor_swift	the_mothers_of_invention	Taylor Swift	The Mothers of Invention	20.5000	34.9321	[0, 0, 1, 81]
rocky_mountains	united_states_army	Rocky Mountains	United States Army	20.2500	21.3702	[11, 4, 9, 57]
francis_of_assisi	amnesty_international	Francis of Assisi	Amnesty International	20.1667	21.2165	[23, 0, 48, 0, 48, 2]
angela_merkel	moscow	Angela Merkel	Moscow	19.8000	15.3414	[16, 36, 39, 8, 0]
ernest_hemingway	thurgood_marshall	Ernest Hemingway	Thurgood Marshall	19.6667	28.0278	[0, 0, 53, 0, 65, 0]
glenn_beck	national_rifle_association	Glenn Beck	National Rifle Association	19.6000	28.4014	[0, 25, 0, 73, 0]
mcdonald's	dow_chemical_company	McDonald's	Dow Chemical Company	19.5000	27.7894	[0, 67, 0, 11]
oscar_wilde	united_kingdom	Oscar Wilde	United Kingdom	19.5000	25.8505	[63, 15, 0, 0]
phoenix_suns	world_boxing_organization	Phoenix Suns	World Boxing Organization	19.3333	27.7949	[0, 0, 46, 69, 0, 1]
united_states	hezbollah	United States	Hezbollah	19.2500	30.5236	[5, 72, 0, 0]
south_america	spanish_armed_forces	South America	Spanish Armed Forces	19.2000	22.9295	[0, 12, 22, 0, 62]
brazil	fc_barcelona	Brazil	FC Barcelona	19.1667	20.1446	[33, 0, 3, 0, 25, 54]
antarctica	united_states_environmental_protection_agency	Antarctica	United States Environmental Protection Agency	19.1667	36.5624	[0, 15, 0, 0, 100, 0]
royal_swedish_academy_of_sciences	american_heart_association	Royal Swedish Academy of Sciences	American Heart Association	19.0000	26.8204	[68, 0, 0, 0, 43, 3]
mexico_city	spanish_navy	Mexico City	Spanish Navy	18.8333	20.3176	[56, 12, 0, 0, 35, 10]
danielle_steel	international_atomic_energy_agency	Danielle Steel	International Atomic Energy Agency	18.8000	37.1020	[0, 1, 0, 93, 0]
national_museum_of_rome	matterhorn	National Roman Museum	Matterhorn	18.7500	32.4760	[0, 0, 0, 75]
africa	italian_army	Africa	Italian Army	18.6667	21.4061	[30, 0, 0, 58, 24, 0]
peter_o'toole	new_york_city	Peter O'Toole	New York City	18.6000	15.9574	[28, 43, 19, 0, 3]
tony_blair	panama	Tony Blair	Panama	18.4000	23.9883	[59, 0, 33, 0, 0]
william_shakespeare	aishwarya_rai	William Shakespeare	Aishwarya Rai	18.3333	26.1704	[11, 0, 0, 73, 26, 0]
oedipus	kim_jong-il	Oedipus	Kim Jong-il	18.0000	30.7517	[1, 0, 11, 0, 10, 86]
louis_xiv_of_france	bugatti	Louis XIV of France	Bugatti	17.6667	17.6037	[0, 33, 31, 1, 0, 41]
world_trade_organization	linkedin	World Trade Organization	LinkedIn	17.6000	22.8088	[57, 1, 30, 0, 0]
vladimir_lenin	london	Vladimir Lenin	London	17.5000	25.2834	[2, 0, 0, 0, 65, 38]
federal_highway_administration	habitat_for_humanity	Federal Highway Administration	Habitat for Humanity	17.3333	22.3731	[0, 4, 36, 59, 3, 2]
paypal	london_school_of_economics	PayPal	London School of Economics	17.2000	17.1394	[0, 24, 0, 16, 46]
queen_victoria	paris	Queen Victoria	Paris	17.1667	22.7114	[1, 0, 54, 44, 3, 1]
grand_canyon	federal_highway_administration	Grand Canyon	Federal Highway Administration	16.8333	23.2552	[0, 0, 12, 65, 0, 24]
henry_viii_of_england	oda_nobunaga	Henry VIII of England	Oda Nobunaga	16.6667	28.4585	[21, 0, 0, 0, 1, 78]
mexico_city	yangtze_river	Mexico City	Yangtze	16.6000	24.8242	[0, 15, 0, 65, 3]
groucho_marx	crimean_mountains	Groucho Marx	Crimean Mountains	16.5000	36.8951	[99, 0, 0, 0, 0, 0]
portugal	european_space_agency	Portugal	European Space Agency	16.4000	22.4909	[0, 25, 0, 57, 0]
dick_cheney	iran	Dick Cheney	Iran	16.1667	18.2064	[18, 0, 0, 0, 47, 32]
oxfam	university_of_toronto	Oxfam	University of Toronto	16.0000	27.1385	[0, 1, 0, 63]
ferrari	fc_barcelona	Ferrari	FC Barcelona	15.8333	22.5419	[0, 0, 52, 0, 43, 0]
elizabeth_ii	antarctica	Elizabeth II	Antarctica	15.8333	34.0804	[3, 0, 0, 0, 92, 0]
international_atomic_energy_agency	university_of_tehran	International Atomic Energy Agency	University of Tehran	15.6667	20.3115	[0, 0, 5, 39, 1, 49]
ralph_lauren	dalai_lama	Ralph Lauren	Dalai Lama	15.5000	17.3421	[42, 20, 0, 0]
jakarta	brazil	Jakarta	Brazil	15.2000	13.9628	[19, 38, 1, 18, 0]
gautama_buddha	south_korea	Gautama Buddha	South Korea	15.1667	17.0432	[44, 0, 1, 0, 15, 31]
kim_jong-il	bbc_worldwide	Kim Jong-il	BBC Worldwide	15.0000	18.3630	[43, 0, 31, 0, 1]
sophocles	the_louvre	Sophocles	The Louvre	15.0000	24.6847	[69, 0, 0, 0, 14, 7]
bill_gates	j._k._rowling	Bill Gates	J. K. Rowling	14.8000	17.6114	[20, 1, 47, 6, 0]
vienna_philharmonic	bbc_worldwide	Vienna Philharmonic	BBC Worldwide	14.8000	21.0751	[0, 0, 54, 0, 20]
johann_sebastian_bach	nicholas_ii_of_russia	Johann Sebastian Bach	Nicholas II of Russia	14.8000	18.0488	[20, 48, 4, 2, 0]
berlin	university_of_oslo	Berlin	University of Oslo	14.6667	15.2716	[35, 0, 0, 0, 32, 21]
j._k._rowling	albert_einstein	J. K. Rowling	Albert Einstein	14.5000	16.9681	[26, 0, 1, 0, 46, 14]
bill_gates	tumblr	Bill Gates	Tumblr	14.4000	16.7642	[24, 4, 43, 0, 1]
martin_luther	north_america	Martin Luther	North America	13.8000	21.2546	[56, 1, 3, 8, 1]
himeji_castle	euphrates	Himeji Castle	Euphrates	13.6000	16.4024	[1, 0, 37, 0, 30]
kim_jong-il	international_olympic_committee	Kim Jong-il	International Olympic Committee	13.5000	19.1464	[0, 0, 38, 0, 43, 0]
china	united_states_olympic_committee	China	United States Olympic Committee	13.5000	27.5424	[2, 0, 4, 0, 75, 0]
nefertiti	ban_ki-moon	Nefertiti	Ban Ki-Moon	13.3333	20.2292	[19, 0, 0, 0, 5, 56]
united_states_olympic_committee	toronto_raptors	United States Olympic Committee	Toronto Raptors	13.3333	21.8149	[0, 0, 59, 0, 21, 0]
fiji	tunisia	Fiji	Tunisia	13.2000	22.6133	[0, 58, 8, 0, 0]
ukraine	international_atomic_energy_agency	Ukraine	International Atomic Energy Agency	13.0000	15.0997	[0, 8, 42, 5, 0, 23]
angela_merkel	united_states	Angela Merkel	United States	13.0000	16.2972	[0, 0, 27, 0, 38]
cary_grant	new_york_city	Cary Grant	New York City	13.0000	11.4455	[28, 20, 4, 0]
francis_of_assisi	ringo_starr	Francis of Assisi	Ringo Starr	13.0000	18.6949	[45, 7, 0, 0]
grand_canyon	miller_brewing_company	Grand Canyon	Miller Brewing Company	12.8000	25.6000	[0, 0, 0, 0, 64]
european_space_agency	cornell_university_press	European Space Agency	Cornell University Press	12.5000	16.9975	[1, 0, 46, 0, 23, 5]
small_business_administration	vienna_philharmonic	Small Business Administration	Vienna Philharmonic	12.4000	14.4444	[0, 28, 0, 32, 2]
american_ballet_theatre	national_collegiate_athletic_association	American Ballet Theatre	National Collegiate Athletic Association	12.2500	17.4123	[0, 7, 0, 42]
louis_xiv_of_france	mississippi_river	Louis XIV of France	Mississippi River	12.2000	20.0639	[0, 2, 0, 7, 52]
florida_panthers	international_olympic_committee	Florida Panthers	International Olympic Committee	12.1667	19.9534	[0, 0, 19, 0, 54, 0]
moscow	german_army	Moscow	German Army	12.1667	11.5818	[32, 0, 10, 6, 23, 2]
martin_luther_king,_jr.	albert_einstein	Martin Luther King, Jr.	Albert Einstein	12.0000	8.8600	[12, 11, 25, 0]
bell_hooks	africa	bell hooks	Africa	11.5000	18.2003	[0, 43, 2, 1]
emirates_(airline)	spanish_navy	Emirates (airline)	Spanish Navy	11.2500	18.9126	[0, 44, 1, 0]
j._r._r._tolkien	london_school_of_economics	J.R.R. Tolkien	London School of Economics	11.2500	12.1527	[29, 0, 16, 0]
nicholas_ii_of_russia	edgar_allan_poe	Nicholas II of Russia	Edgar Allan Poe	11.1667	14.8371	[18, 0, 0, 0, 41, 8]
angela_merkel	thurgood_marshall	Angela Merkel	Thurgood Marshall	11.0000	15.7987	[0, 8, 0, 42, 5]
canada	american_civil_liberties_union	Canada	American Civil Liberties Union	11.0000	11.2606	[1, 7, 17, 0, 30]
mark_rothko	lufthansa	Mark Rothko	Lufthansa	11.0000	16.1493	[42, 0, 12, 0, 1]
karl_lagerfeld	lord_byron	Karl Lagerfeld	Lord Byron	10.8333	16.2933	[45, 0, 0, 0, 16, 4]
hillary_rodham_clinton	national_endowment_for_the_arts	Hillary Rodham Clinton	National Endowment for the Arts	10.8000	18.6483	[0, 48, 4, 1, 1]
vatican_hill	habitat_for_humanity	Vatican Hill	Habitat for Humanity	10.8000	17.3597	[0, 45, 0, 8, 1]
thurgood_marshall	united_states_environmental_protection_agency	Thurgood Marshall	United States Environmental Protection Agency	10.6667	11.2793	[0, 14, 0, 0, 25, 25]
silvio_berlusconi	portugal	Silvio Berlusconi	Portugal	10.6000	18.8000	[0, 48, 0, 0, 5]
portugal	catskill_mountains	Portugal	Catskill Mountains	10.5000	21.3210	[58, 0, 5, 0, 0, 0]
social_security_administration	german_army	Social Security Administration	German Army	10.5000	14.1274	[25, 0, 0, 0, 35, 3]
mayo_clinic	united_nations_security_council	Mayo Clinic	United Nations Security Council	10.3333	11.1754	[0, 7, 9, 2, 10, 34]
lord_byron	muhammad_ali	Lord Byron	Muhammad Ali	10.3333	13.3998	[3, 37, 0, 0, 18, 4]
beijing	european_court_of_human_rights	Beijing	European Court of Human Rights	10.2000	13.6000	[0, 17, 0, 0, 34]
delhi	new_york_mercantile_exchange	Delhi	New York Mercantile Exchange	10.2000	12.2376	[0, 28, 1, 22, 0]
dizzy_gillespie	hillary_rodham_clinton	Dizzy Gillespie	Hillary Rodham Clinton	10.1667	15.0157	[0, 0, 38, 23, 0, 0]
dick_cheney	federal_highway_administration	Dick Cheney	Federal Highway Administration	10.1667	10.6367	[30, 2, 15, 0, 13, 1]
bill_clinton	small_business_administration	Bill Clinton	Small Business Administration	10.0000	17.1581	[0, 44, 0, 0, 6]
barack_obama	taylor_swift	Barack Obama	Taylor Swift	9.8000	11.4961	[12, 31, 0, 6, 0]
the_louvre	british_airways	The Louvre	British Airways	9.8000	12.8748	[0, 34, 0, 12, 3]
richard_nixon	canada	Richard Nixon	Canada	9.6667	12.1335	[0, 0, 32, 20, 2, 4]
mahatma_gandhi	seoul	Mahatma Gandhi	Seoul	9.6000	11.5689	[1, 0, 27, 0, 20]
dalai_lama	tennessee_williams	Dalai Lama	Tennessee Williams	9.6000	18.7040	[0, 47, 0, 0, 1]
john_steinbeck	zinedine_zidane	John Steinbeck	Zinedine Zidane	9.5000	10.4523	[26, 11, 1, 0]
angela_merkel	river_thames	Angela Merkel	River Thames	9.5000	13.6839	[0, 0, 24, 0, 33, 0]
nelson_mandela	william_shatner	Nelson Mandela	William Shatner	9.5000	11.0868	[2, 25, 0, 0, 25, 5]
queen_victoria	peter_o'toole	Queen Victoria	Peter O'Toole	9.2500	16.0215	[0, 0, 0, 37]
richard_feynman	paris-sorbonne_university	Richard Feynman	Paris-Sorbonne University	9.2500	13.2924	[0, 5, 0, 32]
tony_blair	cameroon	Tony Blair	Cameroon	9.2000	9.2822	[0, 21, 3, 20, 2]
wyoming	lebanon	Wyoming	Lebanon	9.1667	16.7174	[46, 0, 0, 0, 8, 1]
rijksmuseum	antarctica	Rijksmuseum	Antarctica	9.1667	13.3469	[0, 0, 22, 33, 0, 0]
americorps	university_of_glasgow	AmeriCorps	University of Glasgow	9.1667	12.9668	[0, 0, 28, 0, 27, 0]
palace_of_versailles	cairo	Palace of Versailles	Cairo	9.0000	17.0176	[0, 2, 0, 43, 0]
joseph_stalin	river_thames	Joseph Stalin	River Thames	8.8333	13.1582	[37, 0, 1, 0, 4, 11]
julian_assange	afghanistan	Julian Assange	Afghanistan	8.7500	13.4792	[0, 3, 0, 32]
claude_debussy	england	Claude Debussy	England	8.7500	9.5754	[23, 0, 12, 0]
tiger_woods	united_states_soccer_federation	Tiger Woods	United States Soccer Federation	8.6667	12.2701	[0, 27, 0, 0, 0, 25]
fc_seoul	national_endowment_for_the_arts	F.C. Seoul	National Endowment for the Arts	8.6667	13.8042	[0, 0, 37, 0, 15, 0]
j._k._rowling	frank_zappa	J. K. Rowling	Frank Zappa	8.6000	13.4551	[0, 7, 1, 35, 0]
brad_pitt	church_of_scientology	Brad Pitt	Church of Scientology	8.5000	11.6869	[26, 0, 0, 0, 24, 1]
united_kingdom	mount_sinai	United Kingdom	Mount Sinai	8.1667	8.7639	[7, 10, 26, 0, 0, 6]
stone_cold_steve_austin	fiji	Stone Cold Steve Austin	Fiji	8.1667	15.3451	[0, 0, 42, 7, 0, 0]
bhutan	new_york_mercantile_exchange	Bhutan	New York Mercantile Exchange	8.0000	11.3314	[0, 11, 0, 29, 0]
stephen_king	target_corporation	Stephen King	Target Corporation	8.0000	10.2956	[25, 15, 0, 0, 0]
winston_churchill	nepal	Winston Churchill	Nepal	8.0000	8.6217	[10, 0, 0, 0, 21, 17]
university_of_the_punjab	tumblr	University of the Punjab	Tumblr	7.8333	11.1716	[0, 0, 21, 0, 26, 0]
seoul	mount_sinai	Seoul	Mount Sinai	7.8000	9.6830	[0, 12, 0, 25, 2]
martin_van_buren	united_states_department_of_homeland_security	Martin van Buren	United States Department of Homeland Security	7.6667	12.1610	[9, 0, 1, 34, 1, 1]
arjuna	frank_zappa	Arjuna	Frank Zappa	7.6667	8.9938	[4, 0, 2, 0, 23, 17]
sachin_tendulkar	stanford_university	Sachin Tendulkar	Stanford University	7.6667	14.1735	[0, 0, 39, 1, 0, 6]
odysseus	norway	Odysseus	Norway	7.5000	9.0692	[0, 4, 3, 23]
karl_marx	tsing_hua_university	Karl Marx	Tsinghua University	7.5000	11.7721	[8, 0, 4, 0, 33, 0]
blue_ridge_mountains	cnn	Blue Ridge Mountains	CNN	7.4000	14.8000	[37, 0, 0, 0, 0]
julius_caesar	austria	Julius Caesar	Austria	7.3333	7.3409	[0, 4, 23, 4, 6, 7]
martha_stewart	gautama_buddha	Martha Stewart	Gautama Buddha	7.3333	15.0739	[0, 0, 41, 2, 0, 1]
